Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
1/20/2023,1/20/2023,1/24/2023,TLRY,"Tilray Brands
CUSIP: 88688T100
1 TLRY Option Assigned",Buy,100,$3.50,-$350.00
1/20/2023,1/20/2023,1/23/2023,ZIM,Option Expiration for ZIM 1/20/2023 Put $17.50,OEXP,1,,
1/17/2023,1/17/2023,1/18/2023,ZIM,ZIM 1/20/2023 Put $17.50,STO,1,$0.30,$29.98
1/9/2023,1/9/2023,1/9/2023,,"TMOBILE*PREPD AUTOPY 877-778-2106, WA",CARD,,,-$50.00
1/3/2023,1/3/2023,1/3/2023,,Gold Fee,GOLD,,,-$5.00
12/21/2022,12/21/2022,12/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
12/20/2022,12/20/2022,12/20/2022,CS,Cash Div: R/D 2022-11-29 P/D 2022-12-16 - 100 shares at 0.105635,CDIV,,,$10.56
12/20/2022,12/20/2022,12/20/2022,CS,Sponsored ADR: Agency Processing Fee at $1.00,DFEE,,,-$1.00
12/16/2022,12/16/2022,12/19/2022,PLTR,Option Expiration for PLTR 12/16/2022 Call $8.50,OEXP,1,,
12/16/2022,12/16/2022,12/16/2022,,"PP*GOOGLE A MEDIUM COR 4029357733, CA",CARD,,,-$4.99
12/9/2022,12/9/2022,12/9/2022,,"TMOBILE*PREPD AUTOPY 877-778-2106, WA",CARD,,,-$50.00
12/7/2022,12/7/2022,12/7/2022,ZIM,Foreign Tax Witholding at $0.74,DTAX,,,-$0.74
12/7/2022,12/7/2022,12/7/2022,ZIM,Manufactured Div: R/D 2022-11-29 P/D 2022-12-07 - 1 shares at 2.95,MDIV,,,$2.95
12/5/2022,12/5/2022,12/5/2022,,Gold Fee,GOLD,,,-$5.00
12/1/2022,12/1/2022,12/2/2022,PLTR,PLTR 12/16/2022 Call $8.50,STO,1,$0.10,$9.98
11/29/2022,11/29/2022,12/1/2022,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,1,$21.32,-$21.32
11/22/2022,11/22/2022,11/22/2022,APA,Cash Div: R/D 2022-10-21 P/D 2022-11-22 - 100 shares at 0.25,CDIV,,,$25.00
11/21/2022,11/21/2022,11/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
11/18/2022,11/18/2022,11/21/2022,PLTR,Option Expiration for PLTR 11/18/2022 Call $9.00,OEXP,1,,
11/18/2022,11/18/2022,11/21/2022,CS,Option Expiration for CS 11/18/2022 Call $4.50,OEXP,1,,
11/17/2022,11/17/2022,11/21/2022,ZIM,"ZIM Integrated Shipping Services
CUSIP: M9T951109",Buy,1,$25.59,-$25.59
11/16/2022,11/16/2022,11/16/2022,,"PP*GOOGLE A MEDIUM COR 4029357733, CA",CARD,,,-$4.99
11/14/2022,11/14/2022,11/15/2022,PLTR,PLTR 11/18/2022 Call $9.00,STO,1,$0.04,$3.98
11/11/2022,11/11/2022,11/14/2022,PLTR,PLTR 11/11/2022 Put $8.50,OASGN,1,,
11/11/2022,11/11/2022,11/15/2022,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Buy,100,$8.50,-$850.00
11/10/2022,11/10/2022,11/10/2022,,"TMOBILE*PREPD AUTOPY 877-778-2106, WA",CARD,,,-$50.00
11/7/2022,11/7/2022,11/8/2022,APA,APA 4/21/2023 Call $42.50,BTC,1,$12.07,"-$1,207.00"
11/7/2022,11/7/2022,11/8/2022,APA,APA 1/17/2025 Call $55.00,STO,1,$14.92,"$1,491.95"
11/4/2022,11/4/2022,11/7/2022,PLTR,PLTR 11/4/2022 Put $8.50,BTC,1,$0.58,-$58.00
11/4/2022,11/4/2022,11/7/2022,PLTR,PLTR 11/11/2022 Put $8.50,STO,1,$0.91,$90.98
11/4/2022,11/4/2022,11/4/2022,,Gold Fee,GOLD,,,-$5.00
11/3/2022,11/3/2022,11/3/2022,,"PP*GOOGLE YOUTUBE 4029357733, CA",CARD,,,-$2.99
11/2/2022,11/2/2022,11/3/2022,SQQQ,SQQQ 11/4/2022 Put $52.50,STC,1,$1.48,$147.98
11/2/2022,11/2/2022,11/3/2022,SQQQ,SQQQ 11/4/2022 Put $53.00,BTC,1,$1.68,-$168.00
11/1/2022,11/1/2022,11/2/2022,TLRY,TLRY 1/20/2023 Put $3.50,STO,1,$0.57,$56.98
11/1/2022,11/1/2022,11/2/2022,TLRY,TLRY 1/20/2023 Put $3.00,BTC,1,$0.34,-$34.00
10/31/2022,10/31/2022,11/1/2022,PLTR,PLTR 11/4/2022 Put $8.50,STO,1,$0.20,$19.98
10/31/2022,10/31/2022,11/1/2022,CS,CS 11/18/2022 Call $4.50,STO,1,$0.10,$9.98
10/28/2022,10/28/2022,10/31/2022,PLTR,PLTR 10/28/2022 Call $8.50,OASGN,1,,
10/28/2022,10/28/2022,11/1/2022,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Sell,100,$8.50,$849.97
10/28/2022,10/28/2022,10/31/2022,CS,CS 10/28/2022 Put $4.50,OASGN,1,,
10/28/2022,10/28/2022,11/1/2022,CS,"Credit Suisse
CUSIP: 225401108
1 CS Option Assigned",Buy,100,$4.50,-$450.00
10/28/2022,10/28/2022,10/31/2022,SQQQ,SQQQ 11/4/2022 Put $52.50,BTO,1,$2.67,-$267.00
10/28/2022,10/28/2022,10/31/2022,SQQQ,SQQQ 11/4/2022 Put $53.00,STO,1,$2.92,$291.98
10/21/2022,10/21/2022,10/24/2022,CS,CS 10/28/2022 Put $4.50,STO,1,$0.20,$19.98
10/21/2022,10/21/2022,10/24/2022,PLTR,PLTR 10/21/2022 Call $8.50,BTC,1,$0.01,-$1.00
10/21/2022,10/21/2022,10/24/2022,PLTR,PLTR 10/28/2022 Call $8.50,STO,1,$0.16,$15.98
10/21/2022,10/21/2022,10/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
10/17/2022,10/17/2022,10/19/2022,TQQQ,"ProShares UltraPro QQQ
CUSIP: 74347X831",Sell,10,$19.07,$190.70
10/17/2022,10/17/2022,10/19/2022,TQQQ,"ProShares UltraPro QQQ
CUSIP: 74347X831",Sell,10,$19.07,$190.70
10/17/2022,10/17/2022,10/19/2022,TQQQ,"ProShares UltraPro QQQ
CUSIP: 74347X831",Buy,10,$18.64,-$186.40
10/17/2022,10/17/2022,10/19/2022,TQQQ,"ProShares UltraPro QQQ
CUSIP: 74347X831",Buy,10,$18.54,-$185.40
10/14/2022,10/14/2022,10/17/2022,APA,APA 4/21/2023 Call $42.50,STO,1,$6.52,$651.97
10/14/2022,10/14/2022,10/17/2022,APA,APA 1/20/2023 Call $45.00,BTC,1,$3.50,-$350.00
10/13/2022,10/13/2022,10/14/2022,PLTR,PLTR 10/14/2022 Call $8.50,BTC,1,$0.03,-$3.00
10/13/2022,10/13/2022,10/14/2022,PLTR,PLTR 10/21/2022 Call $8.50,STO,1,$0.13,$12.98
10/10/2022,10/10/2022,10/11/2022,TLRY,TLRY 1/20/2023 Put $3.00,STO,1,$0.60,$59.98
10/10/2022,10/10/2022,10/11/2022,TLRY,TLRY 10/14/2022 Put $3.50,BTC,1,$0.51,-$51.00
10/10/2022,10/10/2022,10/11/2022,PLTR,PLTR 10/14/2022 Call $8.50,STO,1,$0.08,$7.98
10/7/2022,10/7/2022,10/10/2022,PLTR,PLTR 10/7/2022 Put $8.50,OASGN,1,,
10/7/2022,10/7/2022,10/12/2022,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Buy,100,$8.50,-$850.00
10/6/2022,10/6/2022,10/7/2022,TLRY,TLRY 10/14/2022 Put $3.50,STO,1,$0.40,$39.98
10/5/2022,10/5/2022,10/5/2022,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$38.45
10/5/2022,10/5/2022,10/5/2022,,Gold Fee,GOLD,,,-$5.00
10/4/2022,10/4/2022,10/5/2022,PLTR,PLTR 10/7/2022 Put $8.00,BTC,1,$0.06,-$6.00
10/4/2022,10/4/2022,10/5/2022,PLTR,PLTR 10/7/2022 Put $8.50,STO,1,$0.18,$17.98
10/4/2022,10/4/2022,10/5/2022,APA,APA 1/20/2023 Call $45.00,STO,1,$2.98,$297.98
10/4/2022,10/4/2022,10/5/2022,APA,APA 10/14/2022 Call $37.50,BTC,1,$2.45,-$245.00
10/3/2022,10/3/2022,10/4/2022,APA,APA 10/7/2022 Call $36.50,BTC,1,$1.52,-$152.00
10/3/2022,10/3/2022,10/4/2022,APA,APA 10/14/2022 Call $37.50,STO,1,$1.65,$164.98
10/3/2022,10/3/2022,10/4/2022,PLTR,PLTR 10/7/2022 Put $8.00,STO,1,$0.21,$20.98
9/30/2022,9/30/2022,10/3/2022,PLTR,PLTR 9/30/2022 Call $8.00,OASGN,1,,
9/30/2022,9/30/2022,10/4/2022,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Sell,100,$8.00,$799.97
9/30/2022,9/30/2022,9/30/2022,,Interest Payment,INT,,,$0.29
9/30/2022,9/30/2022,10/3/2022,APA,APA 9/30/2022 Call $35.50,BTC,1,$0.01,-$1.00
9/30/2022,9/30/2022,10/3/2022,APA,APA 10/7/2022 Call $36.50,STO,1,$0.39,$38.98
9/29/2022,9/29/2022,9/29/2022,,"CCBill.com  *OnlyFans Fort Lauderda, FL",CARD,,,-$19.99
9/29/2022,9/29/2022,9/29/2022,,"SHEIN KENT COUNTY, DE",CARD,,,-$29.85
9/26/2022,9/26/2022,9/27/2022,APA,APA 9/30/2022 Call $35.50,STO,1,$0.16,$15.98
9/26/2022,9/26/2022,9/27/2022,PLTR,PLTR 9/30/2022 Call $8.00,STO,1,$0.09,$8.98
9/26/2022,9/26/2022,9/26/2022,,"PP*GOOGLE YOUTUBE 4029357733, CA",CARD,,,-$14.99
9/26/2022,9/26/2022,9/26/2022,,"CCBill.com  *OnlyFans Fort Lauderda, FL",CARD,,,-$10.00
9/23/2022,9/23/2022,9/26/2022,PLTR,PLTR 9/23/2022 Put $8.00,OASGN,1,,
9/23/2022,9/23/2022,9/27/2022,PLTR,"Palantir Technologies
CUSIP: 69608A108
1 PLTR Option Assigned",Buy,100,$8.00,-$800.00
9/23/2022,9/23/2022,9/26/2022,APA,Option Expiration for APA 9/23/2022 Call $41.00,OEXP,1,,
9/21/2022,9/21/2022,9/22/2022,PLTR,PLTR 9/23/2022 Put $7.50,BTC,1,$0.09,-$9.00
9/21/2022,9/21/2022,9/22/2022,PLTR,PLTR 9/23/2022 Put $8.00,STO,1,$0.25,$24.98
9/21/2022,9/21/2022,9/21/2022,,"OnlyFans INTERNET, GBR",CARD,,,-$10.00
9/21/2022,9/21/2022,9/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
9/19/2022,9/19/2022,9/20/2022,PLTR,PLTR 9/23/2022 Put $7.50,STO,1,$0.14,$13.98
9/16/2022,9/16/2022,9/19/2022,PLTR,Option Expiration for PLTR 9/16/2022 Put $7.50,OEXP,1,,
9/16/2022,9/16/2022,9/19/2022,APA,APA 9/23/2022 Call $41.00,STO,1,$0.80,$79.98
9/16/2022,9/16/2022,9/19/2022,APA,APA 9/16/2022 Call $40.00,BTC,1,$0.09,-$9.00
9/8/2022,9/8/2022,9/9/2022,PLTR,PLTR 9/9/2022 Put $7.00,BTC,1,$0.03,-$3.00
9/8/2022,9/8/2022,9/9/2022,PLTR,PLTR 9/16/2022 Put $7.50,STO,1,$0.28,$27.98
9/7/2022,9/7/2022,9/8/2022,APA,APA 9/16/2022 Call $40.00,STO,1,$0.45,$44.98
9/7/2022,9/7/2022,9/8/2022,APA,APA 9/9/2022 Call $41.00,BTC,1,$0.02,-$2.00
9/6/2022,9/6/2022,9/7/2022,APA,APA 9/9/2022 Call $41.00,STO,1,$0.38,$37.98
9/6/2022,9/6/2022,9/7/2022,PLTR,PLTR 9/9/2022 Put $7.00,STO,1,$0.11,$10.98
9/6/2022,9/6/2022,9/6/2022,,Gold Fee,GOLD,,,-$5.00
9/2/2022,9/2/2022,9/6/2022,APA,APA 9/2/2022 Put $41.00,OASGN,1,,
9/2/2022,9/2/2022,9/7/2022,APA,"APA Corporation
CUSIP: 03743Q108
1 APA Option Assigned",Buy,100,$41.00,"-$4,100.00"
8/31/2022,8/31/2022,8/31/2022,,Interest Payment,INT,,,$1.55
8/31/2022,8/31/2022,8/31/2022,,"PAYPAL *munozmarsha7 4029357733, CA",CARD,,,-$103.20
8/30/2022,8/30/2022,8/30/2022,,"TMOBILE*PREPAID WEB 877-778-2106, WA",CARD,,,-$60.00
8/29/2022,8/29/2022,8/30/2022,APA,APA 9/2/2022 Put $41.00,STO,1,$0.89,$88.98
8/29/2022,8/29/2022,8/30/2022,APA,APA 9/2/2022 Put $55.00,BTC,1,$13.35,"-$1,335.00"
8/29/2022,8/29/2022,8/30/2022,APA,APA 9/2/2022 Put $40.00,BTC,1,$0.67,-$67.00
8/29/2022,8/29/2022,8/30/2022,APA,APA 9/2/2022 Put $55.00,STO,1,$13.47,"$1,346.95"
8/29/2022,8/29/2022,8/29/2022,,"ONLYFANS 888-6880458, FL",CARD,,,-$10.00
8/26/2022,8/26/2022,8/26/2022,,"PP*GOOGLE YOUTUBE 4029357733, CA",CARD,,,-$14.99
8/24/2022,8/24/2022,8/25/2022,APA,APA 8/26/2022 Put $36.00,BTC,1,$0.04,-$4.00
8/24/2022,8/24/2022,8/25/2022,APA,APA 9/2/2022 Put $40.00,STO,1,$1.49,$148.98
8/22/2022,8/22/2022,8/23/2022,APA,APA 8/26/2022 Put $36.00,STO,1,$1.23,$122.98
8/22/2022,8/22/2022,8/22/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
8/19/2022,8/19/2022,8/22/2022,PLAB,Option Expiration for PLAB 8/19/2022 Put $22.50,OEXP,1,,
8/19/2022,8/19/2022,8/19/2022,,ACH Deposit,ACH,,,$900.00
8/18/2022,8/18/2022,8/18/2022,,ACH Deposit,ACH,,,"$1,000.00"
8/15/2022,8/15/2022,8/15/2022,,"PAYPAL *NICKYSKNICK 4029357733, CA",CARD,,,-$50.00
8/15/2022,8/15/2022,8/15/2022,,"PAYPAL *NICKYSKNICK 4029357733, CA",CARD,,,-$100.00
8/15/2022,8/15/2022,8/15/2022,,"PAYPAL *NICKYSKNICK 4029357733, CA",CARD,,,-$50.00
8/15/2022,8/15/2022,8/15/2022,,ACH Deposit,ACH,,,$500.00
8/11/2022,8/11/2022,8/12/2022,PLAB,PLAB 8/19/2022 Put $22.50,STO,1,$0.15,$14.98
8/11/2022,8/11/2022,8/11/2022,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$54.80
8/9/2022,8/9/2022,8/9/2022,,ACH Deposit,ACH,,,$500.00
8/8/2022,8/8/2022,8/8/2022,,Gold Fee,GOLD,,,-$5.00
7/29/2022,7/29/2022,7/29/2022,,Interest Payment,INT,,,$1.89
7/28/2022,7/28/2022,7/28/2022,,"WYOMING SECRETARY OF S CHEYENNE, WY",CARD,,,-$62.00
7/27/2022,7/27/2022,7/27/2022,,"CORPORATE FILINGS LLC SHERIDAN, WY",CARD,,,-$25.00
7/26/2022,7/26/2022,7/26/2022,,PAYPAL *MARSHAMUNOZ7   4029357733    CA,CARD,,,$77.48
7/21/2022,7/21/2022,7/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
7/7/2022,7/7/2022,7/7/2022,,Gold Fee,GOLD,,,-$5.00
6/30/2022,6/30/2022,6/30/2022,,Interest Payment,INT,,,$1.91
6/27/2022,6/27/2022,6/27/2022,,"PAYPAL *marshamunoz7 4029357733, CA",CARD,,,-$77.48
6/22/2022,6/22/2022,6/22/2022,,"AMZN Mktp US Amzn.com/bill, WA",CARD,,,-$19.37
6/22/2022,6/22/2022,6/22/2022,,"AMZN Mktp US Amzn.com/bill, WA",CARD,,,-$11.79
6/21/2022,6/21/2022,6/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
6/7/2022,6/7/2022,6/7/2022,,Gold Fee,GOLD,,,-$5.00
6/6/2022,6/6/2022,6/6/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$9.99
5/31/2022,5/31/2022,5/31/2022,,Interest Payment,INT,,,$1.37
5/26/2022,5/26/2022,5/26/2022,,"D J*WALL-ST-JOURNAL 800-568-7625, MA",CARD,,,-$31.51
5/23/2022,5/23/2022,5/23/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
5/13/2022,5/13/2022,5/16/2022,ET,Option Expiration for ET 5/13/2022 Put $11.00,OEXP,1,,
5/9/2022,5/9/2022,5/10/2022,ET,ET 5/13/2022 Put $11.00,STO,1,$0.24,$23.98
5/9/2022,5/9/2022,5/9/2022,,ACH Deposit,ACH,,,$500.00
5/6/2022,5/6/2022,5/9/2022,ET,Option Expiration for ET 5/6/2022 Put $11.00,OEXP,1,,
5/6/2022,5/6/2022,5/6/2022,,"FRB*FORBES MAGAZINE 800-888-9896, NJ",CARD,,,-$20.00
5/4/2022,5/4/2022,5/4/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$9.99
4/29/2022,4/29/2022,4/29/2022,,Interest Payment,INT,,,$0.17
4/29/2022,4/29/2022,5/2/2022,ET,ET 4/29/2022 Put $11.00,BTC,1,$0.02,-$2.00
4/29/2022,4/29/2022,5/2/2022,ET,ET 5/6/2022 Put $11.00,STO,1,$0.25,$24.98
4/28/2022,4/28/2022,4/29/2022,ET,ET 4/29/2022 Put $11.00,STO,1,$0.10,$9.98
4/26/2022,4/26/2022,4/26/2022,,"PAYPAL *DIGITALOCEA 4029357733, NY",CARD,,,-$10.00
4/22/2022,4/22/2022,4/22/2022,,ACH Deposit,ACH,,,"$1,971.03"
4/22/2022,4/22/2022,4/22/2022,,ACH Deposit,ACH,,,$100.00
4/21/2022,4/21/2022,4/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
4/11/2022,4/11/2022,4/11/2022,,"PP*GOOGLE INNOGAMES GM 4029357733, CA",CARD,,,-$199.99
4/5/2022,4/5/2022,4/5/2022,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
4/4/2022,4/4/2022,4/4/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$9.99
3/31/2022,3/31/2022,3/31/2022,,Interest Payment,INT,,,$0.10
3/21/2022,3/21/2022,3/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
3/4/2022,3/4/2022,3/4/2022,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
3/4/2022,3/4/2022,3/4/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
2/28/2022,2/28/2022,2/28/2022,,Interest Payment,INT,,,$0.05
2/28/2022,2/28/2022,2/28/2022,,"PP*GOOGLE INNOGAMES GM 4029357733, CA",CARD,,,-$19.99
2/22/2022,2/22/2022,2/22/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
2/14/2022,2/14/2022,2/14/2022,,"PP*GOOGLE YOUTUBE 4029357733, CA",CARD,,,-$5.99
2/11/2022,2/11/2022,2/15/2022,ACB,"Aurora Cannabis
CUSIP: 05156X884",Sell,80,$4.71,$376.79
2/9/2022,2/9/2022,2/11/2022,ACB,"Aurora Cannabis
CUSIP: 05156X884",Sell,10,$4.60,$46.03
2/7/2022,2/7/2022,2/7/2022,,"PP*GOOGLE INNOGAMES GM 4029357733, CA",CARD,,,-$2.99
2/4/2022,2/4/2022,2/4/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
1/21/2022,1/21/2022,1/21/2022,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
1/19/2022,1/19/2022,1/21/2022,ACB,"Aurora Cannabis
CUSIP: 05156X884",Sell,10,$4.88,$48.82
1/7/2022,1/7/2022,1/7/2022,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
1/7/2022,1/7/2022,1/7/2022,,"PAYPAL *DIGITALOCEA 4029357733, NY",CARD,,,-$5.00
1/5/2022,1/5/2022,1/5/2022,,ACH Deposit,ACH,,,$1.00
12/28/2021,12/28/2021,12/28/2021,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
12/21/2021,12/21/2021,12/21/2021,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
12/17/2021,12/17/2021,12/20/2021,ACB,Option Expiration for ACB 12/17/2021 Call $8.00,OEXP,1,,
12/6/2021,12/6/2021,12/6/2021,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
11/30/2021,11/30/2021,11/30/2021,,Interest Payment,INT,,,$0.04
11/29/2021,11/29/2021,11/30/2021,ACB,ACB 12/17/2021 Call $8.00,STO,1,$0.12,$11.98
11/29/2021,11/29/2021,11/29/2021,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
11/26/2021,11/26/2021,11/29/2021,ACB,ACB 11/26/2021 Put $8.00,OASGN,1,,
11/26/2021,11/26/2021,11/30/2021,ACB,"Aurora Cannabis
CUSIP: 05156X884
1 ACB Option Assigned",Buy,100,$8.00,-$800.00
11/22/2021,11/22/2021,11/22/2021,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
11/15/2021,11/15/2021,11/16/2021,ACB,ACB 11/26/2021 Put $8.00,STO,1,$0.52,$51.98
11/12/2021,11/12/2021,11/15/2021,CODX,CODX 11/12/2021 Call $9.00,OASGN,1,,
11/12/2021,11/12/2021,11/16/2021,CODX,"Co-Diagnostics
CUSIP: 189763105
1 CODX Option Assigned",Sell,100,$9.00,$899.98
11/8/2021,11/8/2021,11/9/2021,CODX,CODX 11/12/2021 Call $9.00,STO,1,$0.30,$29.98
11/5/2021,11/5/2021,11/8/2021,CODX,Option Expiration for CODX 11/5/2021 Call $9.00,OEXP,1,,
11/4/2021,11/4/2021,11/4/2021,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
11/1/2021,11/1/2021,11/1/2021,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
10/29/2021,10/29/2021,10/29/2021,,Interest Payment,INT,,,$0.09
10/25/2021,10/25/2021,10/26/2021,CODX,CODX 11/5/2021 Call $9.00,STO,1,$0.15,$14.98
10/22/2021,10/22/2021,10/25/2021,CODX,CODX 10/22/2021 Put $9.00,OASGN,1,,
10/22/2021,10/22/2021,10/26/2021,CODX,"Co-Diagnostics
CUSIP: 189763105
1 CODX Option Assigned",Buy,100,$9.00,-$900.00
10/21/2021,10/21/2021,10/21/2021,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
10/5/2021,10/5/2021,10/5/2021,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$8.99
9/30/2021,9/30/2021,9/30/2021,,Interest Payment,INT,,,$0.16
9/30/2021,9/30/2021,9/30/2021,,"PAYPAL *BESTBUYCOIN 4029357733, MN",CARD,,,-$71.15
9/23/2021,9/23/2021,9/24/2021,CODX,CODX 10/22/2021 Put $9.00,STO,1,$0.35,$34.98
9/23/2021,9/23/2021,9/23/2021,,"PP*GOOGLE YOUTUBE SUBS 4029357733, CA",CARD,,,-$11.99
9/10/2021,9/10/2021,9/13/2021,CODX,Option Expiration for CODX 9/10/2021 Put $10.50,OEXP,1,,
9/7/2021,9/7/2021,9/7/2021,,"PAYPAL *NETFLIX.COM 4029357733, CA",CARD,,,-$1.86
8/31/2021,8/31/2021,8/31/2021,,Interest Payment,INT,,,$0.15
8/31/2021,8/31/2021,9/1/2021,CODX,CODX 9/10/2021 Put $10.50,STO,1,$0.35,$34.98
8/31/2021,8/31/2021,8/31/2021,,"PAYPAL *BESTBUY COM 4029357733, MN",CARD,,,-$71.15
8/20/2021,8/20/2021,8/23/2021,MNKD,Option Expiration for MNKD 8/20/2021 Put $4.00,OEXP,1,,
7/30/2021,7/30/2021,7/30/2021,,Interest Payment,INT,,,$0.10
7/26/2021,7/26/2021,7/26/2021,,"WYOMING SECRETARY OF S CHEYENNE, WY",CARD,,,-$62.00
7/23/2021,7/23/2021,7/23/2021,,"CORPORATE FILINGS LLC SHERIDAN, WY",CARD,,,-$25.00
7/22/2021,7/22/2021,7/23/2021,MNKD,MNKD 8/20/2021 Put $4.00,STO,1,$0.20,$19.98
6/30/2021,6/30/2021,6/30/2021,,Interest Payment,INT,,,$0.03
6/25/2021,6/25/2021,6/28/2021,MNKD,MNKD 6/25/2021 Call $4.50,OASGN,1,,
6/25/2021,6/25/2021,6/29/2021,MNKD,"MannKind
CUSIP: 56400P706
1 MNKD Option Assigned",Sell,100,$4.50,$449.99
6/16/2021,6/16/2021,6/17/2021,MNKD,MNKD 6/25/2021 Call $4.50,STO,1,$0.20,$19.98
5/28/2021,5/28/2021,6/1/2021,MNKD,Option Expiration for MNKD 5/28/2021 Call $4.50,OEXP,1,,
5/28/2021,5/28/2021,5/28/2021,,Interest Payment,INT,,,$0.01
5/19/2021,5/19/2021,5/20/2021,MNKD,MNKD 5/28/2021 Call $4.50,STO,1,$0.10,$9.98
5/14/2021,5/14/2021,5/17/2021,MNKD,Option Expiration for MNKD 5/14/2021 Call $4.50,OEXP,1,,
5/10/2021,5/10/2021,5/11/2021,MNKD,MNKD 5/14/2021 Call $4.50,STO,1,$0.20,$19.98
5/7/2021,5/7/2021,5/10/2021,MNKD,MNKD 5/7/2021 Put $4.50,OASGN,1,,
5/7/2021,5/7/2021,5/11/2021,MNKD,"MannKind
CUSIP: 56400P706
1 MNKD Option Assigned",Buy,100,$4.50,-$450.00
4/30/2021,4/30/2021,4/30/2021,,Interest Payment,INT,,,$0.04
4/26/2021,4/26/2021,4/27/2021,MNKD,MNKD 5/7/2021 Put $4.50,STO,1,$0.15,$14.98
4/23/2021,4/23/2021,4/26/2021,MNKD,Option Expiration for MNKD 4/23/2021 Put $4.00,OEXP,1,,
4/19/2021,4/19/2021,4/20/2021,MNKD,MNKD 4/23/2021 Put $4.00,STO,1,$0.10,$9.98
4/16/2021,4/16/2021,4/19/2021,MNKD,Option Expiration for MNKD 4/16/2021 Put $4.00,OEXP,1,,
4/8/2021,4/8/2021,4/9/2021,MNKD,MNKD 4/16/2021 Put $4.00,STO,1,$0.15,$14.98
3/31/2021,3/31/2021,3/31/2021,,Customer submitted check request: Brenyn Marshall,BIL,,,-$950.00
3/31/2021,3/31/2021,3/31/2021,,Interest Payment,INT,,,$0.17
3/23/2021,3/23/2021,3/24/2021,CLVS,CLVS 3/26/2021 Put $7.50,BTC,1,$0.81,-$81.00
3/22/2021,3/22/2021,3/23/2021,CLVS,CLVS 3/26/2021 Put $7.50,STO,1,$0.51,$50.98
3/18/2021,3/18/2021,3/18/2021,,"ACCESS/MCP INMATE PACK SAINT LOUIS, MO",CARD,,,-$145.48
3/17/2021,3/17/2021,3/17/2021,,IRS  TREAS 310,NOA,,,"$1,400.00"
2/26/2021,2/26/2021,2/26/2021,,Interest Payment,INT,,,$0.04
1/29/2021,1/29/2021,1/29/2021,,Interest Payment,INT,,,$0.09
1/5/2021,1/5/2021,1/5/2021,,Customer submitted check request: Brenyn Marshall,BIL,,,"-$2,000.00"
1/4/2021,1/4/2021,1/4/2021,,IRS  TREAS 310,NOA,,,$600.00
12/31/2020,12/31/2020,12/31/2020,,Interest Payment,INT,,,$0.02
